,Matching_all
0,0.5296912114014252
1,0.6484560570071259
2,0.9216152019002375
3,0.5629453681710214
4,0.3657957244655582
5,0.8527315914489311
6,0.4584323040380047
7,0.7458432304038005
8,0.8266033254156769
9,0.3919239904988123
10,0.667458432304038
11,1.0950118764845607
12,0.2992874109263658
13,0.7553444180522565
14,0.8123515439429929
15,0.7220902612826603
16,0.7957244655581948
17,0.45368171021377673
18,0.33729216152019004
19,0.5368171021377672
20,0.7102137767220903
21,0.5439429928741093
22,0.6080760095011877
23,1.0332541567695963
24,0.5296912114014252
25,0.8028503562945368
26,0.44655581947743467
27,0.7767220902612827
28,0.7505938242280285
29,0.7838479809976246
30,0.24703087885985747
31,0.5724465558194775
32,0.6270783847980997
33,0.517814726840855
34,0.8028503562945368
35,0.7482185273159145
36,0.3491686460807601
37,0.38717339667458434
38,0.342042755344418
39,0.9216152019002375
40,0.334916864608076
41,0.4679334916864608
42,0.4156769596199525
43,0.31116389548693585
44,0.5700712589073634
45,0.8788598574821853
46,0.47030878859857483
47,0.6128266033254157
48,1.0546318289786223
49,0.42042755344418054
50,0.8147268408551069
51,0.7244655581947743
52,0.3515439429928741
53,0.4821852731591449
54,0.6057007125890737
55,0.5700712589073634
56,0.6508313539192399
57,0.5843230403800475
58,0.7197149643705463
59,0.9691211401425178
60,0.7125890736342043
61,0.8883610451306413
62,0.6104513064133017
63,0.5368171021377672
64,1.1947743467933492
65,0.6294536817102138
66,0.7814726840855107
67,0.5249406175771971
68,0.7292161520190024
69,0.29691211401425177
70,0.37292161520190026
71,0.7197149643705463
72,0.503562945368171
73,0.7648456057007126
74,0.7814726840855107
75,0.6389548693586699
76,0.34679334916864607
77,0.6009501187648456
78,0.6745843230403801
79,0.7814726840855107
80,0.5510688836104513
81,0.8242280285035629
82,0.9548693586698337
83,0.3254156769596199
84,0.4750593824228028
85,0.6508313539192399
86,0.9026128266033254
87,0.5795724465558195
88,0.6270783847980997
89,0.7244655581947743
90,0.41092636579572445
91,0.35391923990498814
92,0.44418052256532065
93,0.5415676959619953
94,0.7339667458432304
95,0.40617577197149646
96,0.5083135391923991
97,0.40380047505938244
98,0.997624703087886
99,0.6555819477434679
100,0.7007125890736342
101,0.9192399049881235
102,0.4584323040380047
103,0.5415676959619953
104,0.8717339667458432
105,0.44418052256532065
106,0.43705463182897863
107,1.1235154394299287
108,0.4085510688836104
109,0.7363420427553444
110,0.6603325415676959
111,0.7648456057007126
112,0.5415676959619953
113,0.8646080760095012
114,0.6817102137767221
115,0.27790973871733965
116,0.7648456057007126
117,0.9477434679334917
118,0.669833729216152
119,0.5914489311163895
120,0.41092636579572445
121,0.6413301662707839
122,0.5795724465558195
123,0.6057007125890737
124,0.672209026128266
125,0.3752969121140142
126,0.7505938242280285
127,0.7862232779097387
128,0.7268408551068883
129,0.6318289786223278
130,0.7862232779097387
131,0.6983372921615202
132,0.7957244655581948
133,0.5320665083135392
134,0.9809976247030879
135,0.838479809976247
136,0.4845605700712589
137,0.7980997624703088
138,0.5700712589073634
139,0.6009501187648456
140,0.45368171021377673
141,0.5748218527315915
142,0.5890736342042755
143,0.6389548693586699
144,0.6935866983372921
145,0.669833729216152
146,0.8551068883610451
147,0.6152019002375297
148,0.5439429928741093
149,0.7458432304038005
150,0.6579572446555819
151,0.6769596199524941
152,0.6294536817102138
153,0.49643705463182897
154,0.66270783847981
155,0.5581947743467933
156,0.7315914489311164
157,0.4346793349168646
158,0.5605700712589073
159,0.36104513064133015
160,0.3919239904988123
161,0.38717339667458434
162,0.6508313539192399
163,0.45368171021377673
164,0.667458432304038
165,0.2826603325415677
166,0.7434679334916865
167,0.7814726840855107
168,0.8622327790973872
169,0.5700712589073634
170,0.9239904988123515
171,0.5439429928741093
172,0.6199524940617577
173,0.5368171021377672
174,0.8171021377672208
175,0.8622327790973872
176,0.5391923990498813
177,0.8266033254156769
178,0.8479809976247031
179,0.6057007125890737
180,0.334916864608076
181,0.6152019002375297
182,0.16864608076009502
183,1.007125890736342
184,0.4679334916864608
185,0.6318289786223278
186,0.2660332541567696
187,0.9263657957244655
188,0.8123515439429929
189,0.9501187648456056
190,0.5391923990498813
191,0.5581947743467933
192,0.3016627078384798
193,0.7482185273159145
194,0.5605700712589073
195,0.3657957244655582
196,0.7054631828978623
197,0.7719714964370546
198,1.007125890736342
199,0.5368171021377672
200,0.7767220902612827
201,0.6745843230403801
202,0.5724465558194775
203,0.6532066508313539
204,0.6793349168646081
205,0.8479809976247031
206,0.501187648456057
207,0.4655581947743468
208,1.03562945368171
209,0.5558194774346793
210,0.7078384798099763
211,0.5914489311163895
212,0.31116389548693585
213,0.8717339667458432
214,0.5819477434679335
215,0.43705463182897863
216,0.42280285035629456
217,0.6199524940617577
218,0.4489311163895487
219,0.5795724465558195
220,0.6247030878859857
221,0.4916864608076009
222,0.4014251781472684
223,0.8693586698337292
224,0.42755344418052255
225,0.5985748218527316
226,0.32066508313539194
227,0.6935866983372921
228,0.46080760095011875
229,0.5463182897862233
230,0.4085510688836104
231,0.7624703087885986
232,0.4489311163895487
233,0.6294536817102138
234,0.7434679334916865
235,0.8123515439429929
236,0.4418052256532066
237,0.6294536817102138
238,0.672209026128266
239,0.665083135391924
240,0.8978622327790974
241,0.8266033254156769
242,0.6270783847980997
243,0.7220902612826603
244,0.1021377672209026
245,0.6935866983372921
246,0.5249406175771971
247,0.44418052256532065
248,0.37767220902612825
249,0.5368171021377672
250,0.7553444180522565
251,0.6983372921615202
252,0.7529691211401425
253,0.6033254156769596
254,0.3182897862232779
255,0.6555819477434679
256,0.5225653206650831
257,0.4916864608076009
258,0.7767220902612827
259,0.5676959619952494
260,0.8147268408551069
261,0.7363420427553444
262,0.6223277909738717
263,0.6175771971496437
264,0.3159144893111639
265,0.7767220902612827
266,0.47030878859857483
267,0.7600950118764845
268,0.7957244655581948
269,0.48931116389548696
270,0.6057007125890737
271,0.4679334916864608
272,0.5724465558194775
273,0.66270783847981
274,0.4513064133016627
275,0.7505938242280285
276,0.6413301662707839
277,0.5225653206650831
278,0.6864608076009501
279,0.6199524940617577
280,0.6223277909738717
281,0.5866983372921615
282,0.6864608076009501
283,0.8123515439429929
284,0.505938242280285
285,0.6508313539192399
286,0.3016627078384798
287,0.9619952494061758
288,0.3919239904988123
289,0.6294536817102138
290,0.8931116389548693
291,0.6769596199524941
292,0.7790973871733967
293,0.8954869358669834
294,0.7458432304038005
295,0.7790973871733967
296,0.5748218527315915
297,0.5724465558194775
298,0.8836104513064132
299,0.8194774346793349
300,0.5320665083135392
301,0.7719714964370546
302,0.2684085510688836
303,0.5938242280285035
304,0.6342042755344418
305,0.5985748218527316
306,0.6959619952494062
307,0.3016627078384798
308,0.5368171021377672
309,0.5368171021377672
310,0.7814726840855107
311,0.5771971496437055
312,0.8028503562945368
313,0.6104513064133017
314,0.5961995249406176
315,0.5890736342042755
316,0.42042755344418054
317,0.7885985748218527
318,0.5154394299287411
319,0.4916864608076009
320,0.5914489311163895
321,0.6080760095011877
322,0.44418052256532065
323,0.30641330166270786
324,0.6389548693586699
325,0.9026128266033254
326,0.5985748218527316
327,0.6460807600950119
328,0.8907363420427553
329,0.5581947743467933
330,0.7054631828978623
331,0.5368171021377672
332,0.3752969121140142
333,0.7078384798099763
334,0.7719714964370546
335,0.4346793349168646
336,0.8693586698337292
337,0.7767220902612827
338,0.6460807600950119
339,0.7410926365795725
340,0.6009501187648456
341,0.4679334916864608
342,0.5819477434679335
343,0.5558194774346793
344,0.5653206650831354
345,0.5391923990498813
346,0.7577197149643705
347,0.7030878859857482
348,0.7078384798099763
349,1.0261282660332542
350,0.8693586698337292
351,0.9738717339667459
352,0.6128266033254157
353,0.2494061757719715
354,0.7814726840855107
355,0.8883610451306413
356,0.7220902612826603
357,0.43705463182897863
358,0.6294536817102138
359,0.5225653206650831
360,0.49406175771971494
361,0.7078384798099763
362,0.66270783847981
363,0.46080760095011875
364,0.6104513064133017
365,0.7458432304038005
366,0.4916864608076009
367,0.6128266033254157
368,0.47743467933491684
369,0.9263657957244655
370,0.6365795724465558
371,0.4323040380047506
372,0.6983372921615202
373,0.9144893111638955
374,0.4750593824228028
375,0.828978622327791
376,0.5320665083135392
377,0.5201900237529691
378,0.5700712589073634
379,0.5558194774346793
380,0.5083135391923991
381,0.47980997624703087
382,0.5629453681710214
383,0.4584323040380047
384,0.7458432304038005
385,0.5463182897862233
386,0.8456057007125891
387,0.5605700712589073
388,0.5296912114014252
389,0.8764845605700713
390,0.45368171021377673
391,0.5676959619952494
392,0.5558194774346793
393,0.5938242280285035
394,0.684085510688836
395,0.7363420427553444
396,0.5866983372921615
397,0.7339667458432304
398,0.5629453681710214
399,0.5320665083135392
400,0.47030878859857483
401,0.7743467933491687
402,0.7719714964370546
403,0.6508313539192399
404,0.5534441805225653
405,0.4180522565320665
406,0.06175771971496437
407,0.850356294536817
408,0.5391923990498813
409,0.5890736342042755
410,0.42755344418052255
411,0.4180522565320665
412,0.6318289786223278
413,0.5296912114014252
414,0.35629453681710216
415,1.004750593824228
416,0.498812351543943
417,0.5605700712589073
418,0.47030878859857483
419,0.8527315914489311
420,0.5415676959619953
421,0.4251781472684085
422,0.850356294536817
423,0.33016627078384797
424,0.7244655581947743
425,0.6817102137767221
426,0.5653206650831354
427,0.7980997624703088
428,0.4845605700712589
429,0.5558194774346793
430,0.2660332541567696
431,0.6888361045130641
432,0.5724465558194775
433,0.831353919239905
434,0.5415676959619953
435,0.6413301662707839
436,0.6152019002375297
437,0.684085510688836
438,0.5629453681710214
439,0.42280285035629456
440,0.8028503562945368
441,0.6579572446555819
442,0.831353919239905
443,0.9548693586698337
444,0.5296912114014252
445,0.6413301662707839
446,0.5320665083135392
447,0.6342042755344418
448,0.42992874109263657
449,0.7007125890736342
450,0.43705463182897863
451,0.22327790973871733
452,0.5225653206650831
453,0.38954869358669836
454,0.7909738717339667
455,0.6080760095011877
456,0.45368171021377673
457,0.7577197149643705
458,0.6935866983372921
459,0.6365795724465558
460,0.38954869358669836
461,0.9453681710213777
462,0.9691211401425178
463,0.41092636579572445
464,0.6769596199524941
465,0.5249406175771971
466,0.850356294536817
467,0.8812351543942993
468,0.7054631828978623
469,0.39429928741092635
470,0.8123515439429929
471,0.5201900237529691
472,0.5914489311163895
473,0.5961995249406176
474,0.6460807600950119
475,0.66270783847981
476,0.6365795724465558
477,0.5676959619952494
478,0.9144893111638955
479,0.3990498812351544
480,0.5296912114014252
481,0.6247030878859857
482,0.9073634204275535
483,0.2755344418052256
484,0.38954869358669836
485,0.7743467933491687
486,0.5320665083135392
487,0.9002375296912114
488,1.182897862232779
489,0.7363420427553444
490,0.47980997624703087
491,0.7078384798099763
492,0.34441805225653205
493,1.0332541567695963
494,0.8242280285035629
495,0.6460807600950119
496,0.6532066508313539
497,0.6342042755344418
498,0.5320665083135392
499,0.2660332541567696
